,39027,39017,39032,39051,39059,39065,39070,39077,39092,39093,39094,39020,39025,39075,39087
39017,0.11554896468661677,,0.13355881995320465,0.0876720234586149,0.12212252731726897,0.0,0.015419029096945789,0.06772855264130064,0.11536111027789142,0.07287870764263742,0.14438273577305527,0.543777451321544,0.3298416618227123,0.598574544910912,0.47970834404737855
39032,0.0888809860896672,0.1949548968004836,,0.1621091265362067,0.07636289496862611,0.1714086273264061,0.18716115991777355,0.13804467212429117,0.029077443994471444,0.1275469142889434,0.25721134885388336,0.9316357717699797,0.37100962960427514,0.7659481693568205,0.5363909679855082
39051,0.11390100657323936,0.055079631056117954,0.08385508297807519,,0.10800524953272246,0.10370002493549929,0.0,0.0,0.1355335236247866,0.14974493620929172,0.2509893404493789,0.5947801790682729,0.2089727875008866,0.5122628900309053,0.36201981122298393
39059,0.0,0.0889710399414263,0.0,0.10327904832951613,,0.06667814459811063,0.10129898649362962,0.06850180802050204,0.013417500885371103,0.05311056755979531,0.175164317746397,0.7939469659731717,0.36028425248695656,0.7191892785352954,0.5251149016844218
39065,0.09828323513084868,0.0046098123200266124,0.12572196546125522,0.14271916325092843,0.11061170111274345,,0.08765399045541747,0.11045702166304036,0.0653087253567855,0.0,0.07520529044174638,0.638846186768435,0.41394757854584097,0.7128551527982453,0.5717844897826552
39070,0.12062890425411654,0.0,0.1158915280954163,0.02168486204213943,0.12033323685176324,0.06482000800342788,,0.021586180598717312,0.138458485079372,0.12646877127241588,0.21291857774251136,0.5359121282519907,0.24601374714712898,0.5200622268530424,0.39462109807053075
39077,0.08307923408283804,0.035246762905092606,0.06513152664514285,0.0,0.07866683823837223,0.07331229292670655,0.00037595705432809606,,0.10480565992445959,0.11591349937068977,0.21954332584183128,0.6305799100472343,0.2518212885826322,0.5645569614217243,0.4076347072025771
39092,0.1149376993352942,0.21144858776895903,0.060543439093556195,0.2565910600704161,0.12094590425982914,0.13837268844472767,0.2524199891517989,0.21715148159370548,,0.010712822988129199,0.12550639318770412,1.0,0.5422252043852047,0.9479125299696739,0.717498016261637
39093,0.13256557922233883,0.14078138590315672,0.1393325601981726,0.24801020787338596,0.14652490973144575,0.051780641665951414,0.21404309951903827,0.20828845925837006,0.0,,0.0,0.8270857823020751,0.5485843808006939,0.9013535377529319,0.7185560429352186
39094,0.25004637318876966,0.22826380851702868,0.2623518363527909,0.35756134966636705,0.2640773673728922,0.14073342573692746,0.31495997067980336,0.31895502616867943,0.11232197891566144,0.010856646278368248,,0.795032535543437,0.6704855593956247,1.0,0.8396691491124348
39020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.571942331912135,1.0
39025,0.36320070100795004,0.34201916821109785,0.28553206630623534,0.25447859221634833,0.352495784496736,0.3912101412876585,0.27950779610607274,0.28436151987882247,0.379368681337452,0.4279572375139117,0.5300379664074334,0.45238285967253744,,0.148551742435934,0.0
39075,0.6851905119694043,0.6774549831053408,0.6317336876825637,0.6108308623575407,0.6771079860178263,0.7156741236290808,0.6298047970391528,0.6327009462307491,0.7057038172342281,0.7474335097264595,0.8238411209740225,0.0,0.34256514376957276,,0.2353411493460184
39087,0.464620307680099,0.4541478867419803,0.3874876446450065,0.3669287980146579,0.4539382570079834,0.5002158391706002,0.3932304369230166,0.39483708515945887,0.48130944311907703,0.5344171450564053,0.6338598625906864,0.3788379582006813,0.0,0.0,
39027,,0.08053408830755575,0.012305927127121209,0.1095754367414717,0.0,0.05210715520693879,0.10120259479647908,0.07312457952878014,0.007044091920932705,0.037478719460644926,0.15857783628009825,0.7879157783562379,0.3732842579351202,0.7292418210872419,0.5383368205241347
